0	0	0
0.00390625	0	0
0.0078125	0	0
0.0117188	0	0
0.015625	0	0
0.0195312	0	0
0.0234375	0	0
0.0273438	0	0
0.03125	0	0
0.0351562	0	0
0.0390625	0	0
0.0429688	0	0
0.046875	0	0
0.0507812	0	0
0.0546875	0	0
0.0585938	0	0
0.0625	0	0
0.0664062	0	0
0.0703125	0	0
0.0742188	0	0
0.078125	0	0
0.0820312	0	0
0.0859375	0	0
0.0898438	0	0
0.09375	0	0
0.0976562	0	0
0.101562	0	0
0.105469	0	0
0.109375	0	0
0.113281	0	0
0.117188	0	0
0.121094	0	0
0.125	0	0
0.128906	0	0
0.132812	0	0
0.136719	0	0
0.140625	0	0
0.144531	0	0
0.148438	0	0
0.152344	0	0
0.15625	0	0
0.160156	0	0
0.164062	0	0
0.167969	0	0
0.171875	0	0
0.175781	0	0
0.179688	0	0
0.183594	0	0
0.1875	0	0
0.191406	0	0
0.195312	0	0
0.199219	0	0
0.203125	0	0
0.207031	0	0
0.210938	0	0
0.214844	0	0
0.21875	0	0
0.222656	0	0
0.226562	0	0
0.230469	0	0
0.234375	0	0
0.238281	0	0
0.242188	0	0
0.246094	0	0
0.25	0	0
0.253906	0	0
0.257812	0	0
0.261719	0	0
0.265625	0	0
0.269531	0	0
0.273438	0	0
0.277344	0	0
0.28125	0	0
0.285156	0	0
0.289062	0	0
0.292969	0	0
0.296875	0	0
0.300781	0	0
0.304688	0	0
0.308594	0	0
0.3125	0	0
0.316406	0	0
0.320312	0	0
0.324219	0	0
0.328125	0	0
0.332031	0	0
0.335938	0	0
0.339844	0	0
0.34375	0	0
0.347656	0	0
0.351562	0	0
0.355469	0	0
0.359375	0	0
0.363281	0	0
0.367188	0	0
0.371094	0	0
0.375	0	0
0.378906	0	0
0.382812	0	0
0.386719	0	0
0.390625	0	0
0.394531	0	0
0.398438	0	0
0.402344	0	0
0.40625	0	0
0.410156	0	0
0.414062	0	0
0.417969	0	0
0.421875	0	0
0.425781	0	0
0.429688	0	0
0.433594	0	0
0.4375	0	0
0.441406	0	0
0.445312	0	0
0.449219	0	0
0.453125	0	0
0.457031	0	0
0.460938	0	0
0.464844	0	0
0.46875	0	0
0.472656	0	0
0.476562	0	0
0.480469	0	0
0.484375	0	0
0.488281	0	0
0.492188	0	0
0.496094	0	0
0.5	0	0

0	0.00390625	0
0.00390625	0.00390625	0
0.0078125	0.00390625	0
0.0117188	0.00390625	0
0.015625	0.00390625	0
0.0195312	0.00390625	0
0.0234375	0.00390625	0
0.0273438	0.00390625	0
0.03125	0.00390625	0
0.0351562	0.00390625	0
0.0390625	0.00390625	0
0.0429688	0.00390625	0
0.046875	0.00390625	0
0.0507812	0.00390625	0
0.0546875	0.00390625	0
0.0585938	0.00390625	0
0.0625	0.00390625	0
0.0664062	0.00390625	0
0.0703125	0.00390625	0
0.0742188	0.00390625	0
0.078125	0.00390625	0
0.0820312	0.00390625	0
0.0859375	0.00390625	0
0.0898438	0.00390625	0
0.09375	0.00390625	0
0.0976562	0.00390625	0
0.101562	0.00390625	0
0.105469	0.00390625	0
0.109375	0.00390625	0
0.113281	0.00390625	0
0.117188	0.00390625	0
0.121094	0.00390625	0
0.125	0.00390625	0
0.128906	0.00390625	0
0.132812	0.00390625	0
0.136719	0.00390625	0
0.140625	0.00390625	0
0.144531	0.00390625	0
0.148438	0.00390625	0
0.152344	0.00390625	0
0.15625	0.00390625	0
0.160156	0.00390625	0
0.164062	0.00390625	0
0.167969	0.00390625	0
0.171875	0.00390625	0
0.175781	0.00390625	0
0.179688	0.00390625	0
0.183594	0.00390625	0
0.1875	0.00390625	0
0.191406	0.00390625	0
0.195312	0.00390625	0
0.199219	0.00390625	0
0.203125	0.00390625	0
0.207031	0.00390625	0
0.210938	0.00390625	0
0.214844	0.00390625	0
0.21875	0.00390625	0
0.222656	0.00390625	0
0.226562	0.00390625	0
0.230469	0.00390625	0
0.234375	0.00390625	0
0.238281	0.00390625	0
0.242188	0.00390625	0
0.246094	0.00390625	0
0.25	0.00390625	0
0.253906	0.00390625	0
0.257812	0.00390625	0
0.261719	0.00390625	0
0.265625	0.00390625	0
0.269531	0.00390625	0
0.273438	0.00390625	0
0.277344	0.00390625	0
0.28125	0.00390625	0
0.285156	0.00390625	0
0.289062	0.00390625	0
0.292969	0.00390625	0
0.296875	0.00390625	0
0.300781	0.00390625	0
0.304688	0.00390625	0
0.308594	0.00390625	0
0.3125	0.00390625	0
