0	0	0
0.03125	0	0
0.0625	0	0
0.09375	0	0
0.125	0	0
0.15625	0	0.218709
0.1875	0	0.00779229
0.21875	0	0.528294
0.25	0	0
0.28125	0	0.863046
0.3125	0	1.33549
0.34375	0	2.07147
0.375	0	5.45429
0.40625	0	4.92369
0.4375	0	4.9568
0.46875	0	4.72456
0.5	0	0
0.53125	0	1.97627
0.5625	0	2.95751
0.59375	0	3.91259
0.625	0	6.73321
0.65625	0	6.58756
0.6875	0	6.86867
0.71875	0	6.75116
0.75	0	1.44359
0.78125	0	3.7063
0.8125	0	4.25013
0.84375	0	5.63417
0.875	0	9.24431
0.90625	0	8.76638
0.9375	0	8.05901
0.96875	0	7.62623
1	0	0

0	0.03125	0
0.03125	0.03125	0
0.0625	0.03125	0
0.09375	0.03125	0.109355
0.125	0.03125	0.00389614
0.15625	0.03125	0.373501
0.1875	0.03125	0.00389614
0.21875	0.03125	0.69567
0.25	0.03125	0.667744
0.28125	0.03125	1.46726
0.3125	0.03125	3.39489
0.34375	0.03125	3.49758
0.375	0.03125	5.20555
0.40625	0.03125	4.82412
0.4375	0.03125	2.4784
0.46875	0.03125	3.35042
0.5	0.03125	1.47876
0.53125	0.03125	2.94443
0.5625	0.03125	4.84536
0.59375	0.03125	5.25008
0.625	0.03125	6.80094
0.65625	0.03125	6.66936
0.6875	0.03125	4.15613
0.71875	0.03125	5.22873
0.75	0.03125	2.84686
0.78125	0.03125	4.67024
0.8125	0.03125	6.74722
0.84375	0.03125	7.20028
0.875	0.03125	8.65166
0.90625	0.03125	8.19631
0.9375	0.03125	4.0295
0.96875	0.03125	4.37638
1	0.03125	1.20423e-17

0	0.0625	0
0.03125	0.0625	0
0.0625	0.0625	0
0.09375	0.0625	0.215054
0.125	0.0625	0.437419
0.15625	0.0625	0.56915
0.1875	0.0625	1.04879
0.21875	0.0625	1.45283
0.25	0.0625	1.72609
0.28125	0.0625	2.38711
0.3125	0.0625	2.80744
0.34375	0.0625	3.41119
0.375	0.0625	4.39308
0.40625	0.0625	4.60567
0.4375	0.0625	4.49232
0.46875	0.0625	5.17183
0.5	0.0625	3.95255
0.53125	0.0625	5.20137
0.5625	0.0625	4.86766
0.59375	0.0625	5.95731
0.625	0.0625	6.44192
0.65625	0.0625	6.98753
0.6875	0.0625	6.63364
0.71875	0.0625	7.45595
0.75	0.0625	5.96901
0.78125	0.0625	7.37481
0.8125	0.0625	7.01821
0.84375	0.0625	8.13472
0.875	0.0625	8.28845
0.90625	0.0625	8.99314
0.9375	0.0625	7.19345
0.96875	0.0625	7.69239
1	0.0625	2.42007e-17

0	0.09375	0
0.03125	0.09375	0.107527
0.0625	0.09375	0.218709
0.09375	0.09375	0.392102
0.125	0.09375	0.743107
0.15625	0.09375	1.01099
0.1875	0.09375	1.38744
0.21875	0.09375	1.91997
0.25	0.09375	2.26677
0.28125	0.09375	2.89915
0.3125	0.09375	3.60026
0.34375	0.09375	4.00843
0.375	0.09375	4.4427
0.40625	0.09375	4.88875
0.4375	0.09375	4.22243
0.46875	0.09375	5.1866
0.5	0.09375	4.4101
0.53125	0.09375	5.57934
0.5625	0.09375	5.65479
0.59375	0.09375	6.47242
0.625	0.09375	6.53778
0.65625	0.09375	7.22174
0.6875	0.09375	6.30133
0.71875	0.09375	7.41538
0.75	0.09375	6.49361
0.78125	0.09375	7.75477
0.8125	0.09375	7.65333
0.84375	0.09375	8.56393
0.875	0.09375	7.74095
0.90625	0.09375	8.34277
0.9375	0.09375	4.72325
0.96875	0.09375	5.51434
1	0.09375	3.65926e-17

0	0.125	0
0.03125	0.125	0.00389614
0.0625	0.125	0.430109
0.09375	0.125	0.724832
0.125	0.125	0.700881
0.15625	0.125	1.29349
0.1875	0.125	1.85687
0.21875	0.125	2.24326
0.25	0.125	3.04813
0.28125	0.125	3.65265
0.3125	0.125	4.01494
0.34375	0.125	4.70043
0.375	0.125	4.81826
0.40625	0.125	5.77581
0.4375	0.125	5.85134
0.46875	0.125	6.74797
0.5	0.125	6.4502
0.53125	0.125	7.58298
0.5625	0.125	7.04695
0.59375	0.125	8.19188
0.625	0.125	7.53315
0.65625	0.125	8.72608
0.6875	0.125	8.27825
0.71875	0.125	9.22193
0.75	0.125	8.7806
0.78125	0.125	9.86351
0.8125	0.125	9.25123
0.84375	0.125	10.3798
0.875	0.125	9.69783
0.90625	0.125	10.7129
0.9375	0.125	8.19133
0.96875	0.125	9.82293
1	0.125	4.93374e-17

0	0.15625	0.215054
0.03125	0.15625	0.364364
0.0625	0.15625	0.565495
0.09375	0.15625	1.00916
0.125	0.15625	1.27887
0.15625	0.15625	1.76838
0.1875	0.15625	2.4525
0.21875	0.15625	2.94796
0.25	0.15625	3.53154
0.28125	0.15625	4.17654
0.3125	0.15625	4.4166
0.34375	0.15625	5.23812
0.375	0.15625	5.3348
0.40625	0.15625	6.26189
0.4375	0.15625	6.15077
0.46875	0.15625	7.16547
0.5	0.15625	6.74858
0.53125	0.15625	7.88743
0.5625	0.15625	7.29005
0.59375	0.15625	8.45898
0.625	0.15625	7.9057
0.65625	0.15625	8.97401
0.6875	0.15625	8.52943
0.71875	0.15625	9.54272
0.75	0.15625	9.01592
0.78125	0.15625	10.1216
0.8125	0.15625	9.47453
0.84375	0.15625	10.5463
0.875	0.15625	8.94458
0.90625	0.15625	10.2679
0.9375	0.15625	6.30542
0.96875	0.15625	7.62038
1	0.15625	6.25581e-17

0	0.1875	0.00779229
0.03125	0.1875	0.00389614
0.0625	0.1875	1.01955
0.09375	0.1875	1.39475
0.125	0.1875	1.88611
0.15625	0.1875	2.54022
0.1875	0.1875	2.62965
0.21875	0.1875	3.5182
0.25	0.1875	4.25718
0.28125	0.1875	5.11109
0.3125	0.1875	5.38592
0.34375	0.1875	6.49868
0.375	0.1875	6.73337
