0	0	0
0.0625	0	0.0585938
0.125	0	0.109375
0.1875	0	0.152344
0.25	0	0.1875
0.3125	0	0.214844
0.375	0	0.234375
0.4375	0	0.246094
0.5	0	0.25
0.5625	0	0.246094
0.625	0	0.234375
0.6875	0	0.214844
0.75	0	0.1875
0.8125	0	0.152344
0.875	0	0.109375
0.9375	0	0.0585938
1	0	0

0	0.0625	0.0702306
0.0625	0.0625	0.0287383
0.125	0.0625	0.000673809
0.1875	0.0625	0.00498389
0.25	0.0625	-0.00901658
0.3125	0.0625	-0.000794412
0.375	0.0625	-0.0186953
0.4375	0.0625	-0.0129628
0.5	0.0625	-0.0367714
0.5625	0.0625	-0.039184
0.625	0.0625	-0.0711376
0.6875	0.0625	-0.084099
0.75	0.0625	-0.123183
0.8125	0.0625	-0.150965
0.875	0.0625	-0.199011
0.9375	0.0625	-0.243281
1	0.0625	-0.307326

0	0.125	0.328212
0.0625	0.125	0.216785
0.125	0.125	0.155529
0.1875	0.125	0.107264
0.25	0.125	0.0784089
0.3125	0.125	0.0410203
0.375	0.125	0.0249939
0.4375	0.125	-0.0111486
0.5	0.125	-0.0225109
0.5625	0.125	-0.063591
0.625	0.125	-0.0798908
0.6875	0.125	-0.125589
0.75	0.125	-0.149925
0.8125	0.125	-0.202681
0.875	0.125	-0.245794
0.9375	0.125	-0.294051
1	0.125	-0.370261

0	0.1875	0.441314
0.0625	0.1875	0.342415
0.125	0.1875	0.255479
0.1875	0.1875	0.190422
0.25	0.1875	0.119262
0.3125	0.1875	0.0793508
0.375	0.1875	0.0294292
0.4375	0.1875	-0.00368678
0.5	0.1875	-0.0482774
0.5625	0.1875	-0.0777093
0.625	0.1875	-0.118616
0.6875	0.1875	-0.15278
0.75	0.1875	-0.196955
0.8125	0.1875	-0.236173
0.875	0.1875	-0.283448
0.9375	0.1875	-0.331216
1	0.1875	-0.396318

0	0.25	0.577244
0.0625	0.25	0.456083
0.125	0.25	0.37734
0.1875	0.25	0.279684
0.25	0.25	0.18807
0.3125	0.25	0.127691
0.375	0.25	0.0689598
0.4375	0.25	0.0152497
0.5	0.25	-0.0365683
0.5625	0.25	-0.080353
0.625	0.25	-0.122245
0.6875	0.25	-0.169962
0.75	0.25	-0.216031
0.8125	0.25	-0.261609
0.875	0.25	-0.31091
0.9375	0.25	-0.351048
1	0.25	-0.432751

0	0.3125	0.655878
0.0625	0.3125	0.531774
0.125	0.3125	0.422319
0.1875	0.3125	0.325294
0.25	0.3125	0.229246
0.3125	0.3125	0.156384
0.375	0.3125	0.0835225
0.4375	0.3125	0.0256516
0.5	0.3125	-0.0322194
0.5625	0.3125	-0.0827506
0.625	0.3125	-0.133282
0.6875	0.3125	-0.180929
0.75	0.3125	-0.228576
0.8125	0.3125	-0.276637
0.875	0.3125	-0.325675
0.9375	0.3125	-0.371617
1	0.3125	-0.432209

0	0.375	0.754042
0.0625	0.375	0.592817
0.125	0.375	0.473584
0.1875	0.375	0.369928
0.25	0.375	0.271155
0.3125	0.375	0.185078
0.375	0.375	0.0990008
0.4375	0.375	0.0360535
0.5	0.375	-0.0268939
0.5625	0.375	-0.0851482
0.625	0.375	-0.143402
0.6875	0.375	-0.191896
0.75	0.375	-0.240389
0.8125	0.375	-0.290689
0.875	0.375	-0.345872
0.9375	0.375	-0.377539
1	0.375	-0.451198

0	0.4375	0.747373
0.0625	0.4375	0.616186
0.125	0.4375	0.499646
0.1875	0.4375	0.389352
0.25	0.4375	0.280034
0.3125	0.4375	0.194978
0.375	0.4375	0.109921
0.4375	0.4375	0.0409516
0.5	0.4375	-0.0280181
0.5625	0.4375	-0.0863653
0.625	0.4375	-0.144712
0.6875	0.4375	-0.195457
0.75	0.4375	-0.246203
0.8125	0.4375	-0.293898
0.875	0.4375	-0.34257
0.9375	0.4375	-0.38918
1	0.4375	-0.450438

0	0.5	0.760236
0.0625	0.5	0.624906
0.125	0.5	0.531568
0.1875	0.5	0.407799
0.25	0.5	0.288913
0.3125	0.5	0.204878
0.375	0.5	0.120842
0.4375	0.5	0.0458498
0.5	0.5	-0.0291424
0.5625	0.5	-0.0875824
0.625	0.5	-0.146022
0.6875	0.5	-0.199019
0.75	0.5	-0.252016
0.8125	0.5	-0.296131
0.875	0.5	-0.345128
0.9375	0.5	-0.386173
1	0.5	-0.469209

0	0.5625	0.747373
0.0625	0.5625	0.616186
0.125	0.5625	0.499646
0.1875	0.5625	0.389352
0.25	0.5625	0.280034
0.3125	0.5625	0.194978
0.375	0.5625	0.109921
0.4375	0.5625	0.0409516
0.5	0.5625	-0.0280181
0.5625	0.5625	-0.0863653
